-0.21, 0.59, 0.98, -96.214, -5.295, -17.349, 550.10, 445.44, -945.93
-0.18, 0.56, 1.00, -85.419, 24.208, -18.044, 433.36, 456.09, -990.25
-0.24, 0.28, 1.03, -4.120, 27.405, 1.038, 359.07, 424.15, -1027.74
-0.31, 0.21, 0.97, -20.248, 10.651, -12.840, 346.69, 397.53, -1036.27
-0.35, 0.17, 0.97, -43.106, 6.943, -11.810, 346.69, 397.53, -1036.27
-0.34, 0.14, 1.02, -33.279, -6.477, 1.534, 297.16, 397.53, -1036.27
-0.24, 0.02, 0.99, -8.812, 14.244, -0.961, 240.56, 393.98, -1053.31
-0.29, 0.01, 1.00, 13.664, 1.160, 4.692, 222.87, 379.78, -1053.31
-0.34, 0.12, 1.04, 30.113, -10.803, 16.365, 238.79, 388.65, -1065.24
-0.32, 0.16, 1.03, 54.581, -14.214, 28.534, 302.47, 399.30, -1058.42
-0.20, 0.32, 0.95, 115.227, -4.204, 40.970, 302.47, 399.30, -1058.42
-0.22, 0.62, 0.79, 154.373, 28.755, 31.578, 436.90, 395.75, -993.66
-0.26, 0.88, 0.58, 178.131, 16.327, 28.549, 624.39, 402.85, -877.76
-0.23, 1.00, 0.28, 231.468, 26.871, 64.667, 774.74, 422.37, -695.39
-0.13, 1.13, -0.11, 164.009, 8.080, 31.868, 845.49, 475.61, -405.64
-0.05, 0.97, -0.33, 130.966, -7.065, 20.065, 811.88, 527.08, -213.05
-0.00, 0.89, -0.64, 125.038, -15.076, 31.265, 811.88, 527.08, -213.05
0.09, 0.64, -0.79, 162.727, -19.920, 1.045, 732.29, 518.20, -57.95
0.04, 0.26, -0.88, 208.672, -17.761, 13.977, 587.25, 511.10, 92.04
0.01, -0.16, -0.99, 249.992, -5.661, 46.890, 343.15, 468.51, 187.48
-0.12, -0.46, -0.54, 249.992, 49.644, 21.561, 0.00, 433.02, 129.53
-0.15, -0.83, -0.52, 188.927, 24.445, 25.513, -258.25, 464.96, -136.35
-0.29, -1.04, -0.24, 125.252, -3.899, 7.957, -258.25, 464.96, -136.35
-0.14, -1.07, 0.07, 184.937, -34.866, 1.297, -343.15, 436.57, -327.24
-0.13, -0.83, 0.20, 156.441, -47.478, -15.854, -344.92, 445.44, -547.11
-0.14, -0.69, 0.62, 149.864, -32.608, 29.869, -268.86, 457.86, -729.48
-0.15, -0.61, 0.86, 106.659, 20.317, 52.055, -173.34, 447.22, -872.64
-0.35, -0.48, 0.74, 99.915, 16.243, 35.858, -173.34, 447.22, -872.64
-0.26, -0.21, 0.97, 78.262, 3.357, 28.893, -97.28, 402.85, -973.20
-0.25, -0.14, 0.91, 54.604, 29.579, -4.082, 28.30, 362.03, -1005.59
-0.29, -0.03, 1.03, 54.222, 45.135, 19.478, 83.13, 356.71, -1034.56
-0.40, -0.03, 0.98, 14.725, 0.832, -13.359, 155.66, 319.44, -1056.72
-0.32, -0.01, 1.00, 61.989, -13.641, -44.563, 194.57, 322.99, -1053.31
-0.44, -0.00, 1.03, 34.546, -21.774, -59.616, 260.02, 314.12, -1068.65
-0.41, 0.17, 0.99, 15.602, -20.447, 1.175, 260.02, 314.12, -1068.65
-0.40, 0.16, 0.87, -30.418, -2.159, 0.580, 295.39, 314.12, -1055.01
-0.29, 0.06, 1.05, -1.106, -16.052, -26.215, 244.10, 315.89, -1043.08
-0.43, 0.06, 0.98, 41.351, 7.660, 34.691, 252.94, 328.31, -1055.01
-0.31, 0.24, 0.95, 29.114, -31.647, 17.677, 291.85, 328.31, -1058.42
-0.31, 0.31, 0.95, 14.252, 17.128, 10.635, 327.23, 331.86, -1048.20
-0.28, 0.41, 0.92, 31.746, 27.115, -1.305, 327.23, 331.86, -1048.20
-0.41, 0.37, 1.07, -16.365, 36.507, 22.926, 357.30, 344.29, -1036.27
-0.62, 0.28, 0.78, 95.894, -72.647, 25.002, 341.38, 303.47, -1051.61
-0.36, 0.58, 0.78, 53.421, -45.807, 26.611, 443.97, 310.57, -1020.93
-0.29, 0.67, 0.86, 59.830, -11.940, 20.164, 555.41, 358.48, -964.68
-0.31, 0.68, 0.78, 101.669, 7.393, 0.114, 619.08, 379.78, -896.51
-0.29, 0.79, 0.61, 84.335, 22.552, 21.790, 619.08, 379.78, -896.51
-0.27, 0.90, 0.45, 106.071, 24.422, 2.144, 732.29, 383.33, -797.65
-0.16, 0.95, 0.27, 125.778, 6.157, -18.806, 792.43, 369.13, -678.34
-0.23, 0.99, 0.12, 27.489, -5.051, -29.716, 856.10, 390.43, -541.99
-0.17, 0.95, -0.12, 47.516, 21.240, -23.972, 868.49, 346.06, -478.93
-0.29, 0.95, -0.12, 72.250, -5.783, 1.602, 868.49, 346.06, -478.93
-0.32, 1.03, -0.25, 89.417, -7.698, 4.150, 861.41, 356.71, -383.49
-0.31, 0.93, -0.38, 45.555, 27.069, 40.352, 856.10, 333.64, -248.84
-0.27, 1.00, -0.45, 12.688, 17.609, 29.358, 843.72, 409.95, -206.23
-0.05, 0.85, -0.52, 99.716, 1.945, 62.302, 804.81, 445.44, -158.51
-0.26, 0.79, -0.64, 137.970, 27.382, 63.324, 725.21, 511.10, -34.09
0.10, 0.55, -0.84, 92.003, -18.669, 1.625, 725.21, 511.10, -34.09
-0.08, 0.39, -0.92, 71.167, -30.388, -21.492, 606.70, 498.68, 76.70
-0.00, 0.32, -1.00, 74.829, 24.849, 19.318, 532.41, 466.74, 134.65
0.04, 0.07, -0.95, 54.329, 28.229, -0.404, 420.98, 472.06, 170.44
-0.03, -0.03, -0.99, 50.308, 43.869, 28.633, 343.15, 504.01, 163.62
0.08, -0.08, -1.04, 33.096, 0.740, 30.312, 237.02, 539.50, 163.62
0.13, -0.28, -0.94, 116.783, 65.277, 32.936, 237.02, 539.50, 163.62
-0.02, -0.29, -0.75, 104.843, -45.303, 113.190, 152.12, 567.89, 109.08
